Cast_Count,Station_ID,Datetime,Depth_bin_m,T_degC,Salinity,SigmaTheta
24854,090.0 070.0,1987-05-05 02:22:00,385,6.85,34.23,26.838
25148,090.0 070.0,1987-09-09 12:46:00,5,17.49,33.119,23.956
25148,090.0 070.0,1987-09-09 12:46:00,15,17.51,33.12,23.952
25148,090.0 070.0,1987-09-09 12:46:00,25,17.49,33.119,23.957
25148,090.0 070.0,1987-09-09 12:46:00,35,16.71,33.065,24.099
25148,090.0 070.0,1987-09-09 12:46:00,45,14.86,32.92,24.401
25148,090.0 070.0,1987-09-09 12:46:00,55,14.43,32.943,24.51
25148,090.0 070.0,1987-09-09 12:46:00,65,12.72,32.929,24.846
25148,090.0 070.0,1987-09-09 12:46:00,75,12.61,33.032,24.947
25148,090.0 070.0,1987-09-09 12:46:00,85,12.61,33.047,24.959
25148,090.0 070.0,1987-09-09 12:46:00,95,12.61,33.319,25.17
25148,090.0 070.0,1987-09-09 12:46:00,105,11.67,33.402,25.412
25148,090.0 070.0,1987-09-09 12:46:00,125,10.09,33.619,25.861
25148,090.0 070.0,1987-09-09 12:46:00,155,9.49,33.787,26.093
25148,090.0 070.0,1987-09-09 12:46:00,185,8.85,33.882,26.27
25148,090.0 070.0,1987-09-09 12:46:00,205,8.49,33.951,26.38
25148,090.0 070.0,1987-09-09 12:46:00,215,8.29,33.988,26.439
25148,090.0 070.0,1987-09-09 12:46:00,245,7.86,34.02,26.529
25148,090.0 070.0,1987-09-09 12:46:00,255,7.76,34.033,26.553
25148,090.0 070.0,1987-09-09 12:46:00,285,7.41,34.083,26.643
25148,090.0 070.0,1987-09-09 12:46:00,305,7.23,34.094,26.677
25148,090.0 070.0,1987-09-09 12:46:00,345,6.86,34.106,26.738
25230,090.0 070.0,1987-11-18 10:43:00,5,17.03,33.324,24.222
25230,090.0 070.0,1987-11-18 10:43:00,15,17.04,33.319,24.216
25230,090.0 070.0,1987-11-18 10:43:00,25,17.03,33.324,24.223
25230,090.0 070.0,1987-11-18 10:43:00,35,17.02,33.331,24.231
25230,090.0 070.0,1987-11-18 10:43:00,45,17.08,33.348,24.23
25230,090.0 070.0,1987-11-18 10:43:00,55,16.78,33.349,24.302
25230,090.0 070.0,1987-11-18 10:43:00,65,13.52,33.122,24.837
25230,090.0 070.0,1987-11-18 10:43:00,75,13.09,33.166,24.957
25230,090.0 070.0,1987-11-18 10:43:00,85,13.03,33.176,24.977
25230,090.0 070.0,1987-11-18 10:43:00,105,11.55,33.395,25.429
25230,090.0 070.0,1987-11-18 10:43:00,125,10.8,33.522,25.663
25230,090.0 070.0,1987-11-18 10:43:00,135,10.14,33.657,25.883
25230,090.0 070.0,1987-11-18 10:43:00,155,9.45,33.822,26.126
25230,090.0 070.0,1987-11-18 10:43:00,165,9.28,33.862,26.185
25230,090.0 070.0,1987-11-18 10:43:00,185,8.74,33.932,26.326
25230,090.0 070.0,1987-11-18 10:43:00,205,8.3,33.985,26.435
25230,090.0 070.0,1987-11-18 10:43:00,215,8.04,34.013,26.496
25230,090.0 070.0,1987-11-18 10:43:00,245,7.65,34.035,26.571
25230,090.0 070.0,1987-11-18 10:43:00,255,7.56,34.044,26.591
25230,090.0 070.0,1987-11-18 10:43:00,285,7.24,34.082,26.666
25230,090.0 070.0,1987-11-18 10:43:00,305,7.09,34.096,26.698
25230,090.0 070.0,1987-11-18 10:43:00,345,6.81,34.127,26.761
25311,090.0 070.0,1988-01-24 12:37:00,5,13.87,33.381,24.964
25311,090.0 070.0,1988-01-24 12:37:00,15,13.87,33.381,24.964
25311,090.0 070.0,1988-01-24 12:37:00,25,13.87,33.381,24.964
25311,090.0 070.0,1988-01-24 12:37:00,35,13.85,33.382,24.969
25311,090.0 070.0,1988-01-24 12:37:00,45,13.82,33.391,24.983
25311,090.0 070.0,1988-01-24 12:37:00,55,13.81,33.396,24.989
25311,090.0 070.0,1988-01-24 12:37:00,65,13.81,33.401,24.993
25311,090.0 070.0,1988-01-24 12:37:00,75,13.77,33.404,25.004
25311,090.0 070.0,1988-01-24 12:37:00,85,13.77,33.404,25.004
25311,090.0 070.0,1988-01-24 12:37:00,105,13.64,33.408,25.034
25311,090.0 070.0,1988-01-24 12:37:00,115,11.54,33.505,25.517
25311,090.0 070.0,1988-01-24 12:37:00,125,10.47,33.618,25.796
25311,090.0 070.0,1988-01-24 12:37:00,155,9.58,33.826,26.108
25311,090.0 070.0,1988-01-24 12:37:00,185,8.8,33.923,26.309
25311,090.0 070.0,1988-01-24 12:37:00,205,8.42,33.995,26.425
25311,090.0 070.0,1988-01-24 12:37:00,235,7.92,34.041,26.536
25311,090.0 070.0,1988-01-24 12:37:00,255,7.7,34.05,26.576
25311,090.0 070.0,1988-01-24 12:37:00,275,7.45,34.057,26.617
25311,090.0 070.0,1988-01-24 12:37:00,305,7.19,34.073,26.667
25311,090.0 070.0,1988-01-24 12:37:00,335,6.96,34.092,26.713
25311,090.0 070.0,1988-01-24 12:37:00,385,6.43,34.138,26.821
25383,090.0 070.0,1988-05-04 05:23:00,5,14.96,33.321,24.687
25383,090.0 070.0,1988-05-04 05:23:00,15,14.97,33.32,24.685
25383,090.0 070.0,1988-05-04 05:23:00,25,14.97,33.321,24.686
25383,090.0 070.0,1988-05-04 05:23:00,35,14.97,33.321,24.686
25383,090.0 070.0,1988-05-04 05:23:00,45,14.94,33.321,24.693
25383,090.0 070.0,1988-05-04 05:23:00,55,14.81,33.314,24.716
25383,090.0 070.0,1988-05-04 05:23:00,65,14.69,33.309,24.738
25383,090.0 070.0,1988-05-04 05:23:00,75,13.99,33.408,24.962
25383,090.0 070.0,1988-05-04 05:23:00,85,13.83,33.457,25.033
25383,090.0 070.0,1988-05-04 05:23:00,95,13.43,33.55,25.187
25383,090.0 070.0,1988-05-04 05:23:00,105,12.37,33.51,25.365
25383,090.0 070.0,1988-05-04 05:23:00,125,11.1,33.518,25.607
25383,090.0 070.0,1988-05-04 05:23:00,155,9.69,33.74,26.023
25383,090.0 070.0,1988-05-04 05:23:00,185,8.91,33.899,26.274
25383,090.0 070.0,1988-05-04 05:23:00,205,8.45,33.984,26.412
25383,090.0 070.0,1988-05-04 05:23:00,235,7.92,34.034,26.531
25383,090.0 070.0,1988-05-04 05:23:00,255,7.71,34.046,26.571
25383,090.0 070.0,1988-05-04 05:23:00,275,7.43,34.057,26.62
25383,090.0 070.0,1988-05-04 05:23:00,305,7.12,34.065,26.67
25383,090.0 070.0,1988-05-04 05:23:00,325,6.86,34.076,26.714
25383,090.0 070.0,1988-05-04 05:23:00,385,6.4,34.142,26.828
25456,090.0 070.0,1988-08-14 00:47:00,5,17.71,33.28,24.026
25456,090.0 070.0,1988-08-14 00:47:00,15,17.72,33.28,24.025
25456,090.0 070.0,1988-08-14 00:47:00,25,17.57,33.305,24.08
25456,090.0 070.0,1988-08-14 00:47:00,35,16.35,33.35,24.401
25456,090.0 070.0,1988-08-14 00:47:00,45,14.25,33.165,24.719
25456,090.0 070.0,1988-08-14 00:47:00,55,13.55,33.1,24.813
25456,090.0 070.0,1988-08-14 00:47:00,65,12.52,33.081,25.002
25456,090.0 070.0,1988-08-14 00:47:00,75,12.18,33.191,25.153
25456,090.0 070.0,1988-08-14 00:47:00,85,12.09,33.209,25.184
25456,090.0 070.0,1988-08-14 00:47:00,95,11.51,33.318,25.376
25456,090.0 070.0,1988-08-14 00:47:00,105,10.9,33.461,25.598
25456,090.0 070.0,1988-08-14 00:47:00,125,10.13,33.704,25.921
25456,090.0 070.0,1988-08-14 00:47:00,155,9.31,33.848,26.169
25456,090.0 070.0,1988-08-14 00:47:00,185,8.73,33.981,26.366
25456,090.0 070.0,1988-08-14 00:47:00,205,8.22,34.028,26.481
25456,090.0 070.0,1988-08-14 00:47:00,215,8.01,34.044,26.525
25456,090.0 070.0,1988-08-14 00:47:00,245,7.77,34.089,26.596
25456,090.0 070.0,1988-08-14 00:47:00,255,7.73,34.107,26.616
25456,090.0 070.0,1988-08-14 00:47:00,285,7.58,34.143,26.666
25456,090.0 070.0,1988-08-14 00:47:00,305,7.27,34.14,26.708
25456,090.0 070.0,1988-08-14 00:47:00,345,6.61,34.126,26.787
25692,090.0 070.0,1988-09-08 09:01:00,15,18.03,33.309,23.97
25692,090.0 070.0,1988-09-08 09:01:00,25,17.79,33.326,24.042
25692,090.0 070.0,1988-09-08 09:01:00,35,17.17,33.331,24.194
25692,090.0 070.0,1988-09-08 09:01:00,45,16.09,33.292,24.414
25692,090.0 070.0,1988-09-08 09:01:00,55,14.06,33.295,24.859
25691,090.0 070.0,1988-09-08 09:01:00,65,13.57,33.268,24.939
25692,090.0 070.0,1988-09-08 09:01:00,85,11.76,33.336,25.344
25692,090.0 070.0,1988-09-08 09:01:00,105,10.67,33.521,25.685
25692,090.0 070.0,1988-09-08 09:01:00,125,9.72,33.741,26.018
25692,090.0 070.0,1988-09-08 09:01:00,155,9.24,33.865,26.193
25692,090.0 070.0,1988-09-08 09:01:00,185,8.66,33.962,26.361
25692,090.0 070.0,1988-09-08 09:01:00,205,8.31,33.99,26.438
25692,090.0 070.0,1988-09-08 09:01:00,225,7.94,34.026,26.521
25692,090.0 070.0,1988-09-08 09:01:00,255,7.68,34.055,26.581
25692,090.0 070.0,1988-09-08 09:01:00,285,7.45,34.075,26.63
25692,090.0 070.0,1988-09-08 09:01:00,305,7.16,34.084,26.679
25692,090.0 070.0,1988-09-08 09:01:00,355,6.6,34.117,26.781
25974,090.0 070.0,1988-10-16 05:41:00,5,18.58,33.392,23.899
25974,090.0 070.0,1988-10-16 05:41:00,15,18.59,33.391,23.896
25974,090.0 070.0,1988-10-16 05:41:00,25,18.59,33.391,23.897
25974,090.0 070.0,1988-10-16 05:41:00,35,18.06,33.384,24.022
25974,090.0 070.0,1988-10-16 05:41:00,45,14.58,33.239,24.707
25974,090.0 070.0,1988-10-16 05:41:00,55,13.56,33.237,24.917
25974,090.0 070.0,1988-10-16 05:41:00,65,12.81,33.256,25.082
25974,090.0 070.0,1988-10-16 05:41:00,75,12.34,33.338,25.236
25974,090.0 070.0,1988-10-16 05:41:00,85,12.24,33.355,25.269
25974,090.0 070.0,1988-10-16 05:41:00,95,11.6,33.447,25.46
25974,090.0 070.0,1988-10-16 05:41:00,105,10.91,33.497,25.624
25974,090.0 070.0,1988-10-16 05:41:00,125,9.98,33.631,25.889
25974,090.0 070.0,1988-10-16 05:41:00,155,9.06,33.804,26.175
25974,090.0 070.0,1988-10-16 05:41:00,185,8.6,33.972,26.379
25974,090.0 070.0,1988-10-16 05:41:00,205,8.14,34.007,26.476
25974,090.0 070.0,1988-10-16 05:41:00,215,7.95,34.011,26.508
25974,090.0 070.0,1988-10-16 05:41:00,245,7.54,34.014,26.57
25974,090.0 070.0,1988-10-16 05:41:00,255,7.38,34.019,26.597
25974,090.0 070.0,1988-10-16 05:41:00,285,7.05,34.04,26.66
25974,090.0 070.0,1988-10-16 05:41:00,305,6.82,34.067,26.712
25974,090.0 070.0,1988-10-16 05:41:00,335,6.53,34.113,26.788
25974,090.0 070.0,1988-10-16 05:41:00,395,6.18,34.174,26.882
26058,090.0 070.0,1989-01-25 04:27:00,5,13.5,33.401,25.055
26058,090.0 070.0,1989-01-25 04:27:00,15,13.48,33.402,25.06
26058,090.0 070.0,1989-01-25 04:27:00,25,13.5,33.402,25.056
26058,090.0 070.0,1989-01-25 04:27:00,35,13.49,33.404,25.06
26058,090.0 070.0,1989-01-25 04:27:00,45,13.5,33.404,25.058
26058,090.0 070.0,1989-01-25 04:27:00,55,13.46,33.404,25.067
26058,090.0 070.0,1989-01-25 04:27:00,65,13.42,33.404,25.075
26058,090.0 070.0,1989-01-25 04:27:00,75,12.96,33.403,25.166
26058,090.0 070.0,1989-01-25 04:27:00,85,11.93,33.36,25.331
26058,090.0 070.0,1989-01-25 04:27:00,105,10.07,33.531,25.796
26058,090.0 070.0,1989-01-25 04:27:00,125,9.56,33.707,26.018
26058,090.0 070.0,1989-01-25 04:27:00,145,8.87,33.879,26.264
26058,090.0 070.0,1989-01-25 04:27:00,155,8.81,33.903,26.292
26058,090.0 070.0,1989-01-25 04:27:00,185,8.6,33.999,26.4
26058,090.0 070.0,1989-01-25 04:27:00,205,8.3,34.061,26.495
26058,090.0 070.0,1989-01-25 04:27:00,215,8.19,34.081,26.527
26058,090.0 070.0,1989-01-25 04:27:00,245,7.94,34.156,26.624
26058,090.0 070.0,1989-01-25 04:27:00,255,7.86,34.17,26.647
26058,090.0 070.0,1989-01-25 04:27:00,305,7.42,34.218,26.748
26058,090.0 070.0,1989-01-25 04:27:00,365,6.82,34.24,26.849
26136,090.0 070.0,1989-04-21 13:08:00,5,15.24,33.283,24.597
26136,090.0 070.0,1989-04-21 13:08:00,15,15.23,33.282,24.599
26136,090.0 070.0,1989-04-21 13:08:00,25,15.21,33.281,24.603
26136,090.0 070.0,1989-04-21 13:08:00,35,14.92,33.284,24.668
26136,090.0 070.0,1989-04-21 13:08:00,45,13.59,33.173,24.861
26136,090.0 070.0,1989-04-21 13:08:00,55,12.94,33.171,24.99
26136,090.0 070.0,1989-04-21 13:08:00,65,11.99,33.137,25.146
26136,090.0 070.0,1989-04-21 13:08:00,75,11.68,33.148,25.213
26136,090.0 070.0,1989-04-21 13:08:00,85,11.78,33.237,25.263
26136,090.0 070.0,1989-04-21 13:08:00,105,11.86,33.609,25.538
26136,090.0 070.0,1989-04-21 13:08:00,125,10.98,33.623,25.71
26136,090.0 070.0,1989-04-21 13:08:00,145,9.75,33.654,25.946
26136,090.0 070.0,1989-04-21 13:08:00,155,9.51,33.705,26.025
26136,090.0 070.0,1989-04-21 13:08:00,175,9.06,33.865,26.223
26136,090.0 070.0,1989-04-21 13:08:00,205,8.61,33.962,26.37
26136,090.0 070.0,1989-04-21 13:08:00,235,8.12,34.031,26.499
26136,090.0 070.0,1989-04-21 13:08:00,255,7.8,34.05,26.561
26136,090.0 070.0,1989-04-21 13:08:00,275,7.5,34.062,26.614
26136,090.0 070.0,1989-04-21 13:08:00,305,7.2,34.081,26.671
26136,090.0 070.0,1989-04-21 13:08:00,325,7.03,34.099,26.709
26136,090.0 070.0,1989-04-21 13:08:00,385,6.69,34.179,26.819
26216,090.0 070.0,1989-07-23 18:18:00,5,17.34,33.247,24.09
26216,090.0 070.0,1989-07-23 18:18:00,15,15.69,33.236,24.462
26216,090.0 070.0,1989-07-23 18:18:00,25,15.59,33.236,24.484
26216,090.0 070.0,1989-07-23 18:18:00,35,15.3,33.274,24.578
26216,090.0 070.0,1989-07-23 18:18:00,45,14.72,33.266,24.698
26216,090.0 070.0,1989-07-23 18:18:00,55,13.89,33.204,24.824
26216,090.0 070.0,1989-07-23 18:18:00,65,13.37,33.269,24.981
26216,090.0 070.0,1989-07-23 18:18:00,75,12.7,33.194,25.055
26216,090.0 070.0,1989-07-23 18:18:00,85,12.52,33.193,25.089
26216,090.0 070.0,1989-07-23 18:18:00,95,11.91,33.189,25.202
26216,090.0 070.0,1989-07-23 18:18:00,105,11.47,33.338,25.399
26216,090.0 070.0,1989-07-23 18:18:00,125,10.41,33.467,25.688
26216,090.0 070.0,1989-07-23 18:18:00,155,9.52,33.71,26.027
26216,090.0 070.0,1989-07-23 18:18:00,185,8.85,33.937,26.313
26216,090.0 070.0,1989-07-23 18:18:00,205,8.49,33.987,26.408
26216,090.0 070.0,1989-07-23 18:18:00,215,8.3,33.998,26.446
26216,090.0 070.0,1989-07-23 18:18:00,245,7.93,34.021,26.519
26216,090.0 070.0,1989-07-23 18:18:00,255,7.83,34.028,26.539
26216,090.0 070.0,1989-07-23 18:18:00,285,7.48,34.056,26.612
26216,090.0 070.0,1989-07-23 18:18:00,305,7.31,34.07,26.647
26216,090.0 070.0,1989-07-23 18:18:00,345,6.94,34.105,26.726
26217,090.0 070.0,1989-07-23 19:37:00,5,16.65,33.249,24.253
26217,090.0 070.0,1989-07-23 19:37:00,15,16.07,33.238,24.378
26217,090.0 070.0,1989-07-23 19:37:00,25,15.66,33.232,24.466
26217,090.0 070.0,1989-07-23 19:37:00,35,15.59,33.342,24.566
26217,090.0 070.0,1989-07-23 19:37:00,55,14.07,33.197,24.782
26217,090.0 070.0,1989-07-23 19:37:00,65,13.44,33.228,24.935
26217,090.0 070.0,1989-07-23 19:37:00,85,12.89,33.257,25.067
26217,090.0 070.0,1989-07-23 19:37:00,105,11.95,33.315,25.293
26319,090.0 070.0,1989-11-11 05:52:00,5,17.45,33.417,24.194
26319,090.0 070.0,1989-11-11 05:52:00,15,17.47,33.417,24.189
26319,090.0 070.0,1989-11-11 05:52:00,25,17.45,33.414,24.192
26319,090.0 070.0,1989-11-11 05:52:00,35,17.48,33.42,24.19
26319,090.0 070.0,1989-11-11 05:52:00,45,17.45,33.422,24.199
26319,090.0 070.0,1989-11-11 05:52:00,55,16.11,33.356,24.461
26319,090.0 070.0,1989-11-11 05:52:00,65,14.08,33.232,24.807
26319,090.0 070.0,1989-11-11 05:52:00,75,12.41,33.176,25.097
26319,090.0 070.0,1989-11-11 05:52:00,85,12.05,33.173,25.163
26319,090.0 070.0,1989-11-11 05:52:00,95,11.47,33.202,25.293
26319,090.0 070.0,1989-11-11 05:52:00,105,10.98,33.318,25.472
26319,090.0 070.0,1989-11-11 05:52:00,125,10.4,33.478,25.698
26319,090.0 070.0,1989-11-11 05:52:00,155,9.67,33.687,25.985
26319,090.0 070.0,1989-11-11 05:52:00,185,9.05,33.868,26.227
26319,090.0 070.0,1989-11-11 05:52:00,205,8.73,33.982,26.367
26319,090.0 070.0,1989-11-11 05:52:00,215,8.61,34.019,26.415
26319,090.0 070.0,1989-11-11 05:52:00,245,8.17,34.076,26.527
26319,090.0 070.0,1989-11-11 05:52:00,255,8.18,34.117,26.558
26319,090.0 070.0,1989-11-11 05:52:00,285,8.21,34.215,26.63
26319,090.0 070.0,1989-11-11 05:52:00,305,7.92,34.209,26.669
26319,090.0 070.0,1989-11-11 05:52:00,345,7.22,34.158,26.73
26319,090.0 070.0,1989-11-11 05:52:00,395,6.26,34.116,26.826
26394,090.0 070.0,1990-03-09 23:36:00,5,13.71,33.529,25.111
26394,090.0 070.0,1990-03-09 23:36:00,15,13.71,33.528,25.11
26394,090.0 070.0,1990-03-09 23:36:00,25,13.69,33.529,25.116
26394,090.0 070.0,1990-03-09 23:36:00,35,13.68,33.528,25.117
26394,090.0 070.0,1990-03-09 23:36:00,45,13.65,33.527,25.123
26394,090.0 070.0,1990-03-09 23:36:00,55,13.64,33.527,25.125
26394,090.0 070.0,1990-03-09 23:36:00,65,13.58,33.523,25.135
26394,090.0 070.0,1990-03-09 23:36:00,85,12.36,33.498,25.357
26394,090.0 070.0,1990-03-09 23:36:00,95,11.0,33.745,25.801
26394,090.0 070.0,1990-03-09 23:36:00,105,10.89,33.857,25.908
26394,090.0 070.0,1990-03-09 23:36:00,115,10.73,33.929,25.992
26394,090.0 070.0,1990-03-09 23:36:00,125,10.54,33.967,26.056
26394,090.0 070.0,1990-03-09 23:36:00,135,10.44,33.975,26.079
26394,090.0 070.0,1990-03-09 23:36:00,155,10.21,34.013,26.149
26394,090.0 070.0,1990-03-09 23:36:00,165,10.14,34.027,26.172
26394,090.0 070.0,1990-03-09 23:36:00,195,10.0,34.079,26.237
26394,090.0 070.0,1990-03-09 23:36:00,205,9.93,34.101,26.266
26394,090.0 070.0,1990-03-09 23:36:00,225,9.8,34.131,26.312
26394,090.0 070.0,1990-03-09 23:36:00,255,9.44,34.174,26.405
26394,090.0 070.0,1990-03-09 23:36:00,295,8.75,34.203,26.539
26394,090.0 070.0,1990-03-09 23:36:00,305,8.64,34.208,26.56
26394,090.0 070.0,1990-03-09 23:36:00,355,8.0,34.242,26.684
26469,090.0 070.0,1990-04-22 08:21:00,5,14.45,33.267,24.755
26469,090.0 070.0,1990-04-22 08:21:00,15,14.43,33.27,24.761
26469,090.0 070.0,1990-04-22 08:21:00,25,14.44,33.267,24.757
26469,090.0 070.0,1990-04-22 08:21:00,35,14.03,33.267,24.843
26469,090.0 070.0,1990-04-22 08:21:00,45,13.14,33.253,25.014
26469,090.0 070.0,1990-04-22 08:21:00,55,12.83,33.272,25.09
26469,090.0 070.0,1990-04-22 08:21:00,65,12.14,33.23,25.19
26469,090.0 070.0,1990-04-22 08:21:00,75,11.69,33.24,25.282
26469,090.0 070.0,1990-04-22 08:21:00,85,11.51,33.286,25.351
26469,090.0 070.0,1990-04-22 08:21:00,105,10.8,33.542,25.678
26469,090.0 070.0,1990-04-22 08:21:00,125,10.58,33.701,25.841
26469,090.0 070.0,1990-04-22 08:21:00,145,9.78,33.787,26.045
26469,090.0 070.0,1990-04-22 08:21:00,155,9.64,33.831,26.102
26469,090.0 070.0,1990-04-22 08:21:00,175,9.28,33.969,26.269
26469,090.0 070.0,1990-04-22 08:21:00,205,8.75,34.065,26.429
26469,090.0 070.0,1990-04-22 08:21:00,235,8.5,34.108,26.502
26469,090.0 070.0,1990-04-22 08:21:00,255,8.3,34.117,26.54
26469,090.0 070.0,1990-04-22 08:21:00,275,8.04,34.126,26.586
26469,090.0 070.0,1990-04-22 08:21:00,305,7.73,34.158,26.657
26469,090.0 070.0,1990-04-22 08:21:00,335,7.43,34.185,26.721
26469,090.0 070.0,1990-04-22 08:21:00,395,6.65,34.185,26.829
26530,090.0 070.0,1990-07-30 06:54:00,5,18.21,33.277,23.903
26530,090.0 070.0,1990-07-30 06:54:00,15,18.22,33.277,23.901
26530,090.0 070.0,1990-07-30 06:54:00,25,18.2,33.277,23.906
26530,090.0 070.0,1990-07-30 06:54:00,35,18.2,33.276,23.905
26530,090.0 070.0,1990-07-30 06:54:00,45,18.17,33.275,23.913
26530,090.0 070.0,1990-07-30 06:54:00,55,17.57,33.258,24.045
26530,090.0 070.0,1990-07-30 06:54:00,65,16.22,33.282,24.38
26530,090.0 070.0,1990-07-30 06:54:00,75,15.5,33.334,24.582
26530,090.0 070.0,1990-07-30 06:54:00,85,15.43,33.334,24.597
26530,090.0 070.0,1990-07-30 06:54:00,95,14.38,33.309,24.805
26530,090.0 070.0,1990-07-30 06:54:00,105,13.29,33.322,25.039
26530,090.0 070.0,1990-07-30 06:54:00,125,11.63,33.269,25.317
26530,090.0 070.0,1990-07-30 06:54:00,155,10.38,33.384,25.629
26530,090.0 070.0,1990-07-30 06:54:00,185,9.77,33.66,25.948
26530,090.0 070.0,1990-07-30 06:54:00,205,9.2,33.819,26.165
26530,090.0 070.0,1990-07-30 06:54:00,215,8.98,33.871,26.241
26530,090.0 070.0,1990-07-30 06:54:00,245,8.56,33.962,26.378
26530,090.0 070.0,1990-07-30 06:54:00,255,8.35,33.982,26.426
26530,090.0 070.0,1990-07-30 06:54:00,285,7.76,34.017,26.541
26530,090.0 070.0,1990-07-30 06:54:00,305,7.46,34.022,26.589
26530,090.0 070.0,1990-07-30 06:54:00,345,6.98,34.025,26.658
26610,090.0 070.0,1990-11-10 00:19:00,5,17.05,33.443,24.309
26610,090.0 070.0,1990-11-10 00:19:00,15,16.83,33.52,24.42
26610,090.0 070.0,1990-11-10 00:19:00,25,16.75,33.51,24.431
26610,090.0 070.0,1990-11-10 00:19:00,35,16.75,33.507,24.429
26610,090.0 070.0,1990-11-10 00:19:00,45,16.72,33.509,24.438
26610,090.0 070.0,1990-11-10 00:19:00,55,16.64,33.493,24.445
26610,090.0 070.0,1990-11-10 00:19:00,65,13.02,33.27,25.051
26610,090.0 070.0,1990-11-10 00:19:00,75,10.65,33.25,25.476
26610,090.0 070.0,1990-11-10 00:19:00,85,10.53,33.303,25.539
26610,090.0 070.0,1990-11-10 00:19:00,95,10.06,33.378,25.677
26610,090.0 070.0,1990-11-10 00:19:00,105,9.61,33.477,25.83
26610,090.0 070.0,1990-11-10 00:19:00,125,9.39,33.697,26.038
26610,090.0 070.0,1990-11-10 00:19:00,155,9.13,33.853,26.202
26610,090.0 070.0,1990-11-10 00:19:00,185,8.69,33.987,26.377
26610,090.0 070.0,1990-11-10 00:19:00,205,8.4,34.035,26.459
26610,090.0 070.0,1990-11-10 00:19:00,215,8.27,34.049,26.49
26610,090.0 070.0,1990-11-10 00:19:00,245,7.92,34.07,26.559
26610,090.0 070.0,1990-11-10 00:19:00,255,7.76,34.073,26.585
26610,090.0 070.0,1990-11-10 00:19:00,285,7.29,34.079,26.657
26610,090.0 070.0,1990-11-10 00:19:00,305,7.06,34.082,26.692
26610,090.0 070.0,1990-11-10 00:19:00,345,6.67,34.085,26.747
26764,090.0 070.0,1991-03-03 17:05:00,5,14.69,33.416,24.818
26764,090.0 070.0,1991-03-03 17:05:00,15,14.65,33.416,24.827
26764,090.0 070.0,1991-03-03 17:05:00,25,14.62,33.416,24.834
26764,090.0 070.0,1991-03-03 17:05:00,35,14.6,33.416,24.839
26764,090.0 070.0,1991-03-03 17:05:00,45,14.61,33.415,24.836
26764,090.0 070.0,1991-03-03 17:05:00,55,14.59,33.421,24.845
26764,090.0 070.0,1991-03-03 17:05:00,65,14.51,33.426,24.866
26764,090.0 070.0,1991-03-03 17:05:00,75,13.68,33.41,25.027
26764,090.0 070.0,1991-03-03 17:05:00,85,13.52,33.404,25.055
26764,090.0 070.0,1991-03-03 17:05:00,105,11.99,33.332,25.298
26764,090.0 070.0,1991-03-03 17:05:00,115,10.69,33.38,25.572
26764,090.0 070.0,1991-03-03 17:05:00,125,10.02,33.488,25.771
26764,090.0 070.0,1991-03-03 17:05:00,155,9.32,33.695,26.048
26764,090.0 070.0,1991-03-03 17:05:00,185,8.78,33.85,26.255
26764,090.0 070.0,1991-03-03 17:05:00,205,8.46,33.947,26.381
26764,090.0 070.0,1991-03-03 17:05:00,235,7.97,34.014,26.508
26764,090.0 070.0,1991-03-03 17:05:00,255,7.84,34.04,26.547
26764,090.0 070.0,1991-03-03 17:05:00,275,7.68,34.074,26.598
26764,090.0 070.0,1991-03-03 17:05:00,305,7.37,34.105,26.667
26764,090.0 070.0,1991-03-03 17:05:00,335,7.01,34.138,26.743
26764,090.0 070.0,1991-03-03 17:05:00,395,6.58,34.211,26.859
26765,090.0 070.0,1991-03-03 19:19:00,5,14.79,33.419,24.799
26765,090.0 070.0,1991-03-03 19:19:00,15,14.71,33.418,24.816
26765,090.0 070.0,1991-03-03 19:19:00,25,14.62,33.418,24.836
26765,090.0 070.0,1991-03-03 19:19:00,35,14.59,33.419,24.843
26765,090.0 070.0,1991-03-03 19:19:00,55,14.54,33.428,24.861
26765,090.0 070.0,1991-03-03 19:19:00,75,13.49,33.403,25.06
26765,090.0 070.0,1991-03-03 19:19:00,85,12.85,33.365,25.159
26765,090.0 070.0,1991-03-03 19:19:00,105,11.44,33.301,25.376
26832,090.0 070.0,1991-07-29 07:16:00,5,15.73,33.022,24.288
26832,090.0 070.0,1991-07-29 07:16:00,15,15.71,33.02,24.291
26832,090.0 070.0,1991-07-29 07:16:00,25,15.34,33.039,24.388
26832,090.0 070.0,1991-07-29 07:16:00,35,14.91,33.02,24.467
26832,090.0 070.0,1991-07-29 07:16:00,45,14.55,33.041,24.56
26832,090.0 070.0,1991-07-29 07:16:00,55,14.16,33.042,24.643
26832,090.0 070.0,1991-07-29 07:16:00,65,13.39,33.054,24.81
26832,090.0 070.0,1991-07-29 07:16:00,75,12.9,33.072,24.922
26832,090.0 070.0,1991-07-29 07:16:00,85,12.46,33.079,25.013
26832,090.0 070.0,1991-07-29 07:16:00,105,10.82,33.23,25.432
26832,090.0 070.0,1991-07-29 07:16:00,125,9.84,33.325,25.673
26832,090.0 070.0,1991-07-29 07:16:00,145,9.38,33.528,25.908
26832,090.0 070.0,1991-07-29 07:16:00,155,9.3,33.584,25.965
26832,090.0 070.0,1991-07-29 07:16:00,185,8.93,33.836,26.221
26832,090.0 070.0,1991-07-29 07:16:00,205,8.54,33.942,26.365
