date,time_local,haul_id,fish_id,lat,lon,locality,species,name_common,length,weight
1997-6-22,10:6,1021,1,58.19,-134.2,Taku_Inlet,Oncorhynchus_tshawytscha,Chinook_Imm.,366,679
1997-6-23,12:12,1026,209,58.1,-135.02,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,445,934
1997-6-23,14:12,1027,74,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,347,550
1997-6-23,14:12,1027,75,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,325,450
1997-6-24,14:8,1030,1,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,341,320
1997-6-24,14:8,1030,2,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,343,310
1997-6-24,14:8,1030,3,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,350,330
1997-6-24,14:8,1030,4,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,360,370
1997-6-24,14:8,1030,5,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,353,350
1997-6-24,14:8,1030,6,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,360,390
1997-6-24,14:8,1030,7,58.21,-136.51,Cross_Sound,Theragra_chalcogramma,Walleye_pollock,311,230
1997-6-25,8:20,1032,21,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,960,4300
1997-6-25,8:20,1032,22,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,1080,7100
1997-6-25,8:20,1032,23,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,830,2400
1997-6-25,8:20,1032,24,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,720,1500
1997-6-25,8:20,1032,25,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,880,2900
1997-6-25,8:20,1032,26,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,660,1100
1997-6-25,8:20,1032,27,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,780,2000
1997-6-25,8:20,1032,28,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,730,1600
1997-6-25,8:20,1032,29,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,750,1800
1997-6-25,8:20,1032,30,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,780,1900
1997-6-25,10:33,1033,6,58.21,-137.28,Icy_Point,Oncorhynchus_gorbuscha,Pink_Adult,519,1900
1997-6-25,10:33,1033,7,58.21,-137.28,Icy_Point,Oncorhynchus_gorbuscha,Pink_Adult,550,1800
1997-6-26,13:56,1039,93,58.27,-135.4,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,333,490
1997-6-26,13:56,1039,94,58.27,-135.4,Icy_Strait,Trichodon_trichodon,Pac._Sandfish,171,64
1997-7-24,13:19,1055,4,58.18,-136.48,Cross_Sound,Oncorhynchus_gorbuscha,Pink_Adult,481,nd
1997-7-25,10:56,1058,1,58.21,-137.28,Icy_Point,Oncorhynchus_gorbuscha,Pink_Adult,492,nd
1997-7-25,16:34,1060,11,57.89,-137.71,Icy_Point,Brama_japonica,Pomfret,395,nd
1997-8-22,13:57,1065,97,58.25,-135.44,Icy_Strait,Oncorhynchus_kisutch,Coho_Adult,673,nd
1997-8-22,13:57,1065,98,58.25,-135.44,Icy_Strait,Oncorhynchus_gorbuscha,Pink_Adult,535,nd
1997-8-23,10:6,1068,21,58.13,-135.07,Upper_Chatham,Oncorhynchus_kisutch,Coho_Adult,638,nd
1997-8-23,12:20,1069,25,58.1,-135.02,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,554,nd
1997-8-23,12:20,1069,26,58.1,-135.02,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,608,nd
1997-8-23,12:20,1069,36,58.1,-135.02,Upper_Chatham,Oncorhynchus_kisutch,Coho_Adult,677,nd
1997-8-23,12:20,1069,37,58.1,-135.02,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,525,nd
1997-8-23,14:23,1070,19,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,513,nd
1997-8-23,14:23,1070,20,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,685,nd
1997-8-25,13:13,1074,1,58.09,-137.45,Icy_Point,Oncorhynchus_kisutch,Coho_Adult,349,400
1997-8-25,13:13,1074,20,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,199,70
1997-8-25,13:13,1074,21,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,188,73
1997-8-25,16:11,1075,5,57.89,-137.71,Icy_Point,Anoplopoma_fimbria,Sablefish,182,65
1997-8-25,16:11,1075,11,57.89,-137.71,Icy_Point,Anoplopoma_fimbria,Sablefish,211,95
1997-8-26,12:12,1078,40,58.21,-136.51,Cross_Sound,Anoplopoma_fimbria,Sablefish,202,81
1997-8-26,12:12,1078,41,58.21,-136.51,Cross_Sound,Anoplopoma_fimbria,Sablefish,207,78
1997-8-26,12:12,1078,42,58.21,-136.51,Cross_Sound,Anoplopoma_fimbria,Sablefish,203,76
1997-8-26,12:12,1078,43,58.21,-136.51,Cross_Sound,Anoplopoma_fimbria,Sablefish,177,45
1997-10-2,10:30,1084,9,58.19,-134.2,Taku_Inlet,Trichodon_trichodon,Pac._Sandfish,194,85
1997-10-3,13:38,1087,27,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,227,110
1997-10-3,13:38,1087,28,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,224,90
1997-10-3,13:38,1087,29,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,222,80
1997-10-3,13:38,1087,30,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,225,120
1997-10-3,13:38,1087,31,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,236,120
1997-10-3,13:38,1087,32,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,219,80
1997-10-3,13:38,1087,33,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,215,90
1997-10-3,13:38,1087,35,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,234,120
1997-10-3,13:38,1087,36,58.09,-137.45,Icy_Point,Anoplopoma_fimbria,Sablefish,222,100
1998-5-16,8:37,2003,1,58.24,-135.49,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,290,331
1998-5-16,8:37,2003,2,58.24,-135.49,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,431,520
1998-5-16,8:37,2003,3,58.24,-135.49,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,414,435
1998-5-16,8:37,2003,4,58.24,-135.49,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,547,1020
1998-5-16,8:37,2003,5,58.24,-135.49,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,433,535
1998-5-16,8:37,2003,6,58.24,-135.49,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,569,1000
1998-5-16,10:15,2004,5,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,372,701
1998-5-16,10:15,2004,6,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,305,383
1998-5-16,10:15,2004,7,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,371,661
1998-5-16,10:15,2004,8,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,509,1561
1998-5-16,12:8,2005,1,58.25,-135.44,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,485,850
1998-5-16,12:8,2005,2,58.25,-135.44,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,527,920
1998-5-16,12:8,2005,3,58.25,-135.44,Icy_Strait,Theragra_chalcogramma,Walleye_pollock,539,940
1998-5-17,8:8,2007,3,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,337,493
1998-5-17,8:8,2007,4,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,326,485
1998-5-17,8:8,2007,5,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,351,550
1998-5-17,8:8,2007,6,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,321,412
1998-5-17,8:8,2007,7,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,282,300
1998-5-17,8:8,2007,8,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,371,657
1998-5-17,8:8,2007,9,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,356,578
1998-5-17,8:8,2007,10,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,343,516
1998-5-17,8:8,2007,11,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,298,360
1998-5-17,8:8,2007,12,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,355,586
1998-5-17,8:8,2007,14,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,513,790
1998-5-17,8:8,2007,15,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,468,700
1998-5-17,8:8,2007,16,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,498,740
1998-5-17,8:8,2007,17,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,537,950
1998-5-17,8:8,2007,18,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,494,810
1998-5-17,8:8,2007,19,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,460,680
1998-5-17,8:8,2007,20,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,504,775
1998-5-17,8:8,2007,21,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,524,990
1998-5-17,8:8,2007,22,58.08,-135.0,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,510,900
1998-5-17,10:1,2008,1,58.1,-135.02,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,430,924
1998-5-17,10:1,2008,2,58.1,-135.02,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,326,479
1998-5-17,10:1,2008,3,58.1,-135.02,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,322,407
1998-5-17,10:1,2008,4,58.1,-135.02,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,509,695
1998-5-17,12:8,2009,7,58.13,-135.07,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,319,398
1998-5-17,12:8,2009,8,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,521,880
1998-5-17,12:8,2009,9,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,545,900
1998-5-17,12:8,2009,10,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,507,800
1998-5-17,12:8,2009,11,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,532,840
1998-5-17,12:8,2009,13,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,524,945
1998-5-17,12:8,2009,14,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,504,715
1998-5-17,12:8,2009,15,58.13,-135.07,Upper_Chatham,Theragra_chalcogramma,Walleye_pollock,541,760
1998-5-17,14:14,2010,1,58.16,-135.04,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,347,552
1998-5-17,17:15,2011,1,58.37,-135.0,False_Pt._Retreat,Oncorhynchus_tshawytscha,Chinook_Imm.,297,355
1998-5-17,17:15,2011,4,58.37,-135.0,False_Pt._Retreat,Theragra_chalcogramma,Walleye_pollock,543,805
1998-6-24,9:48,2014,9,58.19,-134.2,Taku_Inlet,Oncorhynchus_tshawytscha,Chinook_Imm.,367,630
1998-6-24,9:48,2014,10,58.19,-134.2,Taku_Inlet,Oncorhynchus_tshawytscha,Chinook_Imm.,335,495
1998-6-24,9:48,2014,11,58.19,-134.2,Taku_Inlet,Oncorhynchus_tshawytscha,Chinook_Imm.,321,400
1998-6-24,9:48,2014,12,58.19,-134.2,Taku_Inlet,Trichodon_trichodon,Pac._Sandfish,175,79
1998-6-24,9:48,2014,13,58.19,-134.2,Taku_Inlet,Platichthys_stellatus,Starry_flounder,295,310
1998-6-24,16:28,2015,16,58.35,-134.73,Inshore,Oncorhynchus_tshawytscha,Chinook_Imm.,396,800
1998-6-25,7:3,2016,5,58.22,-135.53,Icy_Strait,Oncorhynchus_kisutch,Coho_Adult,585,2500
1998-6-25,7:3,2016,6,58.22,-135.53,Icy_Strait,Oncorhynchus_gorbuscha,Pink_Adult,585,2700
1998-6-25,7:3,2016,9,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,395,830
1998-6-25,7:3,2016,10,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,354,630
1998-6-25,7:3,2016,11,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,401,910
1998-6-25,7:3,2016,12,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,355,570
1998-6-25,7:3,2016,13,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,415,800
1998-6-25,7:3,2016,14,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,377,750
1998-6-25,7:3,2016,15,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,356,570
1998-6-25,7:3,2016,16,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,359,570
1998-6-26,7:59,2020,8,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,840,4200
1998-6-26,10:32,2021,6,58.21,-137.28,Icy_Point,Oncorhynchus_keta,Chum_Adult,675,3600
1998-6-26,10:32,2021,7,58.21,-137.28,Icy_Point,Sebastes_melanops,Black_rockfish,472,2100
1998-6-26,10:32,2021,8,58.21,-137.28,Icy_Point,Sebastes_melanops,Black_rockfish,593,3800
1998-6-26,16:56,2023,1,57.89,-137.71,Icy_Point,Oncorhynchus_keta,Chum_Adult,650,4000
1998-6-26,16:56,2023,3,57.89,-137.71,Icy_Point,Oncorhynchus_gorbuscha,Pink_Adult,479,1300
1998-6-26,16:56,2023,4,57.89,-137.71,Icy_Point,Squalus_acanthias,Spiny_dogfish,585,1100
1998-6-26,16:56,2023,5,57.89,-137.71,Icy_Point,Squalus_acanthias,Spiny_dogfish,635,1400
1998-6-26,16:56,2023,6,57.89,-137.71,Icy_Point,Squalus_acanthias,Spiny_dogfish,601,1300
1998-6-27,7:38,2024,16,57.65,-136.39,Cape_Edward,Oncorhynchus_keta,Chum_Adult,737,5200
1998-6-27,7:38,2024,17,57.65,-136.39,Cape_Edward,Oncorhynchus_kisutch,Coho_Adult,667,3700
1998-6-27,7:38,2024,18,57.65,-136.39,Cape_Edward,Oncorhynchus_kisutch,Coho_Adult,595,2800
1998-6-27,7:38,2024,19,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,490,nd
1998-6-27,7:38,2024,20,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,487,nd
1998-6-27,7:38,2024,21,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,561,nd
1998-6-27,7:38,2024,22,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,539,nd
1998-6-27,7:38,2024,23,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,463,nd
1998-6-27,7:38,2024,24,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,586,nd
1998-6-27,7:38,2024,25,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,467,nd
1998-6-27,7:38,2024,26,57.65,-136.39,Cape_Edward,Squalus_acanthias,Spiny_dogfish,579,1250
1998-6-27,10:4,2025,3,57.6,-136.57,Cape_Edward,Squalus_acanthias,Spiny_dogfish,556,900
1998-6-27,12:49,2026,4,57.54,-136.77,Cape_Edward,Anoplopoma_fimbria,Sablefish_1ocean,353,600
1998-6-28,13:51,2029,8,58.18,-136.48,Cross_Sound,Oncorhynchus_kisutch,Coho_Adult,571,2300
1998-6-29,15:44,2035,116,58.16,-135.04,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,511,2200
1998-7-20,8:39,2038,39,58.19,-134.2,Taku_Inlet,Oncorhynchus_gorbuscha,Pink_Adult,390,480
1998-7-20,8:39,2038,42,58.19,-134.2,Taku_Inlet,Platichthys_stellatus,Starry_flounder,290,240
1998-7-21,7:30,2040,146,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,320,460
1998-7-21,7:30,2040,147,58.22,-135.53,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,378,810
1998-7-21,9:34,2041,159,58.24,-135.49,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,343,650
1998-7-21,9:34,2041,160,58.24,-135.49,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,381,851
1998-7-21,9:34,2041,161,58.24,-135.49,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,401,820
1998-7-21,9:34,2041,162,58.24,-135.49,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,351,540
1998-7-21,9:34,2041,163,58.24,-135.49,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,357,705
1998-7-21,9:34,2041,164,58.24,-135.49,Icy_Strait,Oncorhynchus_keta,Chum_Adult,570,2650
1998-7-21,11:53,2043,195,58.27,-135.4,Icy_Strait,Oncorhynchus_gorbuscha,Pink_Adult,469,1400
1998-7-22,7:0,2044,31,58.08,-135.0,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,353,720
1998-7-22,7:0,2044,32,58.08,-135.0,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,458,110
1998-7-22,7:0,2044,33,58.08,-135.0,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,485,1450
1998-7-22,7:0,2044,34,58.08,-135.0,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,537,2000
1998-7-22,7:0,2044,35,58.08,-135.0,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,597,2850
1998-7-22,7:0,2044,36,58.08,-135.0,Upper_Chatham,Oncorhynchus_keta,Chum_Adult,625,3050
1998-7-22,7:0,2044,37,58.08,-135.0,Upper_Chatham,Oncorhynchus_keta,Chum_Adult,685,4000
1998-7-22,10:30,2046,117,58.13,-135.07,Upper_Chatham,Oncorhynchus_tshawytscha,Chinook_Imm.,399,950
1998-7-22,10:30,2046,118,58.13,-135.07,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,490,4600
1998-7-22,10:30,2046,119,58.13,-135.07,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,485,4500
1998-7-22,10:30,2046,120,58.13,-135.07,Upper_Chatham,Oncorhynchus_kisutch,Coho_Adult,622,3000
1998-7-22,10:30,2046,122,58.13,-135.07,Upper_Chatham,Anoplopoma_fimbria,Sablefish_1ocean,324,500
1998-7-22,10:30,2046,123,58.13,-135.07,Upper_Chatham,Anoplopoma_fimbria,Sablefish_1ocean,355,600
1998-7-22,12:45,2047,87,58.16,-135.04,Upper_Chatham,Oncorhynchus_gorbuscha,Pink_Adult,nd,1950
1998-7-23,10:26,2051,23,58.27,-135.4,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,435,1089
1998-7-23,12:27,2050,185,58.25,-135.44,Icy_Strait,Oncorhynchus_tshawytscha,Chinook_Imm.,397,850
1998-7-24,7:7,2052,39,58.34,-137.12,Icy_Point,Squalus_acanthias,Spiny_dogfish,638,1400
